equipe,division,prenom,nom,nom_jeu,nat,nat_ioc,an,age,pla,mon,spr,chr,pun,end,pav,moy,pot,points_ranking,rang_pcs,points_carriere,specialite_pcs,score_pave,poids,taille,slug
groupama-fdj-united-2026,WorldTeam,Cyril,BARTHE,C. Barthe,FR,FRA,1996,30,66,58,62,59,70,69,62,64,64,100,559,769,Hills,3,70.0,1.84,cyril-barthe
groupama-fdj-united-2026,WorldTeam,Bastien,TRONCHON,B. Tronchon,FR,FRA,2002,24,72,51,64,62,65,69,65,64,66,99,563,855,Oneday,6.2,72.0,1.85,bastien-tronchon
groupama-fdj-united-2026,WorldTeam,Tom,DONNENWIRTH,T. Donnenwirth,FR,FRA,1998,28,63,63,58,59,73,69,58,64,64,98,564,373,Hills,0.0,63.0,1.78,tom-donnenwirth
groupama-fdj-united-2026,WorldTeam,Quentin,PACHER,Q. Pacher,FR,FRA,1992,34,61,65,56,58,73,69,57,64,64,97,565,2605,Hills,0.0,62.0,1.79,quentin-pacher
groupama-fdj-united-2026,WorldTeam,Rémy,ROCHAS,R. Rochas,FR,FRA,1996,30,58,75,46,64,68,73,53,64,64,86,620,1250,GC,0.0,51.0,1.64,remy-rochas
groupama-fdj-united-2026,WorldTeam,Kevin,GENIETS,K. Geniets,LU,LUX,1997,29,72,53,61,64,65,70,63,64,64,63,740,1210,Oneday,1.3,73.0,1.93,kevin-geniets
groupama-fdj-united-2026,WorldTeam,Enzo,PALENI,E. Paleni,FR,FRA,2002,24,60,67,46,66,61,71,55,62,64,59,769,292,GC,3.5,65.0,1.8,enzo-paleni
groupama-fdj-united-2026,WorldTeam,Lewis,BOWER,L. Bower,NZ,NZL,2004,22,68,39,75,49,54,61,61,58,62,38,952,98,Sprint,0.0,63.0,1.72,lewis-bower
groupama-fdj-united-2026,WorldTeam,Matteo,MILAN,M. Milan,IT,ITA,2003,23,67,37,74,49,53,60,57,57,60,33,1007,64,Sprint,0.0,,,matteo-milan
groupama-fdj-united-2026,WorldTeam,Olivier,LE GAC,O. Le Gac,FR,FRA,1993,33,65,43,56,55,57,62,56,56,56,6,1911,1180,Oneday,1.2,70.0,1.8,olivier-le-gac
groupama-fdj-united-2026,WorldTeam,Titouan,FONTAINE,T. Fontaine,FR,FRA,2005,21,55,42,39,61,46,57,48,50,56,0,,0,TT,0.0,70.0,1.83,titouan-fontaine
lidl-trek-2026,WorldTeam,Mattias,SKJELMOSE,M. Skjelmose,DK,DEN,2000,26,71,88,59,78,80,88,66,77,77,1546,10,6230,Climber,0.0,65.0,1.8,mattias-skjelmose-jensen
lidl-trek-2026,WorldTeam,Mads,PEDERSEN,M. Pedersen,DK,DEN,1995,31,89,60,81,76,77,83,94,78,78,1242,19,11406,Oneday,711.2,76.0,1.8,mads-pedersen
lidl-trek-2026,WorldTeam,Juan,AYUSO,J. Ayuso,ES,ESP,2002,24,68,89,56,77,79,87,64,76,80,1220,21,5535,Climber,0.0,65.0,1.83,juan-ayuso-pesquera
lidl-trek-2026,WorldTeam,Giulio,CICCONE,G. Ciccone,IT,ITA,1994,32,64,92,54,73,80,86,61,75,75,1008,31,6373,Climber,0.0,58.0,1.76,giulio-ciccone
lidl-trek-2026,WorldTeam,Jonathan,MILAN,J. Milan,IT,ITA,2000,26,86,50,91,68,67,76,87,73,73,828,52,4080,Sprint,163,84.0,1.94,jonathan-milan
lidl-trek-2026,WorldTeam,Quinn,SIMMONS,Q. Simmons,US,USA,2001,25,70,71,64,66,80,76,65,71,71,630,70,1996,Hills,0.0,73.0,1.85,quinn-simmons
lidl-trek-2026,WorldTeam,Derek,GEE-WEST,D. Gee-West,CA,CAN,1997,29,65,83,51,74,72,83,60,71,71,597,73,2515,Climber,0.0,72.0,1.89,derek-gee
lidl-trek-2026,WorldTeam,Toms,SKUJIŅŠ,T. Skujiņš,LV,LAT,1991,35,74,58,65,66,70,74,78,68,68,461,122,4896,Oneday,180.7,72.0,1.81,toms-skujins
lidl-trek-2026,WorldTeam,Mathias,VACEK,M. Vacek,CZ,CZE,2002,24,75,61,60,80,67,77,72,70,74,430,134,1918,TT,28,75.0,1.88,mathias-vacek
lidl-trek-2026,WorldTeam,Jakob,SÖDERQVIST,J. Söderqvist,SE,SWE,2003,23,75,57,56,82,61,76,63,68,71,389,154,797,TT,0.0,83.0,1.91,jakob-soderqvist
lidl-trek-2026,WorldTeam,Albert,WITHEN PHILIPSEN,A. Withen Philipsen,DK,DEN,2006,20,73,58,63,65,69,73,66,67,74,349,174,595,Oneday,3.5,,1.84,albert-withen-philipsen
lidl-trek-2026,WorldTeam,Matteo,SOBRERO,M. Sobrero,IT,ITA,1997,29,71,65,55,78,68,76,64,69,69,310,197,1756,TT,1.6,63.0,1.77,matteo-sobrero
lidl-trek-2026,WorldTeam,Andrea,BAGIOLI,A. Bagioli,IT,ITA,1999,27,73,64,65,65,74,75,65,69,69,287,227,2762,Oneday,0.0,60.0,1.76,andrea-bagioli
lidl-trek-2026,WorldTeam,Søren,KRAGH ANDERSEN,S. Kragh Andersen,DK,DEN,1994,32,76,59,61,79,67,76,69,70,70,275,244,4630,TT,5.2,73.0,1.78,soren-kragh-andersen
lidl-trek-2026,WorldTeam,Max,WALSCHEID,M. Walscheid,DE,GER,1993,33,81,44,82,65,60,71,77,67,67,266,251,3429,Sprint,50.4,91.0,1.99,max-walscheid
lidl-trek-2026,WorldTeam,Carlos,VERONA,C. Verona,ES,ESP,1992,34,60,77,46,68,67,76,54,66,66,241,276,2687,GC,0.0,68.0,1.86,carlos-verona
lidl-trek-2026,WorldTeam,Bauke,MOLLEMA,B. Mollema,NL,NED,1986,40,57,76,46,65,68,75,54,64,64,239,279,14560,Climber,1.1,64.0,1.84,bauke-mollema
lidl-trek-2026,WorldTeam,Tim Torn,TEUTENBERG,T. T. Teutenberg,DE,GER,2002,24,76,47,82,59,62,70,70,66,68,226,292,780,Sprint,8.5,,1.83,tim-torn-teutenberg
lidl-trek-2026,WorldTeam,Julien,BERNARD,J. Bernard,FR,FRA,1992,34,59,73,46,66,65,73,53,64,64,151,419,1293,GC,0.0,60.0,1.76,julien-bernard
lidl-trek-2026,WorldTeam,Amanuel,GHEBREIGZABHIER,A. Ghebreigzabhier,ER,ERI,1994,32,62,72,49,68,64,75,55,65,65,119,501,1554,GC,0.0,68.0,1.87,amanuel-ghebreigzabhier
lidl-trek-2026,WorldTeam,Tao,GEOGHEGAN HART,T. Geoghegan Hart,GB,GBR,1995,31,61,79,46,71,67,77,55,67,67,89,603,4131,GC,0.0,65.0,1.83,tao-geoghegan-hart
lidl-trek-2026,WorldTeam,Sam,OOMEN,S. Oomen,NL,NED,1995,31,62,77,48,69,68,76,56,67,67,84,625,2909,GC,0.0,65.0,1.77,sam-oomen
lidl-trek-2026,WorldTeam,Edward,THEUNS,E. Theuns,BE,BEL,1991,35,74,45,68,60,61,68,66,63,63,84,626,4705,Oneday,5.6,72.0,1.83,edward-theuns
lidl-trek-2026,WorldTeam,Jacopo,MOSCA,J. Mosca,IT,ITA,1993,33,62,60,57,57,70,67,57,62,62,83,630,1169,Hills,0.0,65.0,1.73,jacopo-mosca
lidl-trek-2026,WorldTeam,Patrick,KONRAD,P. Konrad,AT,AUT,1991,35,56,74,44,63,66,73,51,63,63,60,752,5062,Climber,0.0,64.0,1.81,patrick-konrad
lidl-trek-2026,WorldTeam,Simone,CONSONNI,S. Consonni,IT,ITA,1994,32,72,48,68,58,64,68,69,63,63,51,828,2982,Oneday,28.9,60.0,1.65,simone-consonni
lidl-trek-2026,WorldTeam,Thibau,NYS,T. Nys,BE,BEL,2002,24,62,65,57,58,74,69,58,64,66,49,843,1567,Hills,0.0,64.0,1.76,thibau-nys
lidl-trek-2026,WorldTeam,Lennard,KÄMNA,L. Kämna,DE,GER,1996,30,56,79,43,65,67,75,55,64,64,44,880,2643,Climber,6.1,65.0,1.81,lennard-kamna
lidl-trek-2026,WorldTeam,Mathias,SUNEKÆR NORSGAARD,M. Sunekær Norsgaard,DK,DEN,1997,29,72,49,53,77,56,70,66,63,63,40,926,662,TT,26.7,88.0,2.02,mathias-norsgaard
lidl-trek-2026,WorldTeam,Otto,VERGAERDE,O. Vergaerde,BE,BEL,1994,32,70,45,61,59,60,66,59,60,60,30,1036,419,Oneday,0.0,74.0,1.81,otto-vergaerde
lotto-intermarche-2026,WorldTeam,Arnaud,DE LIE,A. de Lie,BE,BEL,2002,24,89,58,82,74,77,82,88,77,81,1486,12,6561,Oneday,86.5,78.0,1.82,arnaud-de-lie
lotto-intermarche-2026,WorldTeam,Steffen,DE SCHUYTENEER,S. de Schuyteneer,BE,BEL,2005,21,79,48,83,62,63,72,76,68,76,529,97,762,Sprint,44.5,74.0,1.84,steffen-de-schuyteneer
lotto-intermarche-2026,WorldTeam,Jenno,BERCKMOES,J. Berckmoes,BE,BEL,2001,25,77,58,69,67,72,75,79,70,70,467,121,1596,Oneday,99.8,61.0,1.77,jenno-berckmoes
lotto-intermarche-2026,WorldTeam,Lennert,VAN EETVELT,L. van Eetvelt,BE,BEL,2001,25,62,84,51,70,74,81,66,70,70,403,149,2284,Climber,37,63.0,1.76,lennert-van-eetvelt
lotto-intermarche-2026,WorldTeam,Georg,ZIMMERMANN,G. Zimmermann,DE,GER,1997,29,76,60,67,67,72,75,67,70,70,332,181,2310,Oneday,0.0,70.0,1.81,georg-zimmermann
lotto-intermarche-2026,WorldTeam,Huub,ARTZ,H. Artz,NL,NED,2002,24,69,61,63,63,72,71,65,66,68,321,190,594,Hills,3.2,71.0,1.86,huub-artz
lotto-intermarche-2026,WorldTeam,Matys,GRISEL,M. Grisel,FR,FRA,2005,21,74,46,79,57,60,68,70,64,70,293,221,307,Sprint,27.9,,,matys-grisel
lotto-intermarche-2026,WorldTeam,Milan,MENTEN,M. Menten,BE,BEL,1996,30,79,52,74,65,68,74,79,69,69,278,238,2501,Oneday,90.2,68.0,1.74,milan-menten
lotto-intermarche-2026,WorldTeam,Liam,SLOCK,L. Slock,BE,BEL,2000,26,66,68,53,69,65,74,63,66,66,252,269,519,GC,12.1,74.0,1.88,liam-slock
lotto-intermarche-2026,WorldTeam,Simone,GUALDI,S. Gualdi,IT,ITA,2005,21,68,58,60,60,69,70,62,64,70,245,271,352,Oneday,2,61.0,1.73,simone-gualdi
lotto-intermarche-2026,WorldTeam,Toon,AERTS,T. Aerts,BE,BEL,1993,33,65,58,59,60,69,68,62,63,63,202,336,568,Hills,4.5,72.0,1.88,toon-aerts
lotto-intermarche-2026,WorldTeam,Jarno,WIDAR,J. Widar,BE,BEL,2005,21,54,81,44,62,70,75,54,64,70,187,357,506,Climber,0.0,54.0,1.66,jarno-widar
lotto-intermarche-2026,WorldTeam,Vito,BRAET,V. Braet,BE,BEL,2000,26,74,50,68,61,66,70,74,65,65,164,400,761,Oneday,81.3,68.0,1.84,vito-braet
lotto-intermarche-2026,WorldTeam,Luca,VAN BOVEN,L. van Boven,BE,BEL,2000,26,72,50,65,61,66,69,67,64,64,142,439,587,Oneday,11.1,68.0,1.79,luca-van-boven
lotto-intermarche-2026,WorldTeam,Matthew,FOX,M. Fox,AU,AUS,2002,24,64,64,52,66,62,72,56,63,65,131,466,166,GC,0.0,71.0,1.75,matthew-fox2
lotto-intermarche-2026,WorldTeam,Lars,CRAPS,L. Craps,BE,BEL,2001,25,60,72,48,66,65,73,54,64,64,130,469,254,GC,0.0,67.0,1.85,lars-craps
lotto-intermarche-2026,WorldTeam,Baptiste,VEISTROFFER,B. Veistroffer,FR,FRA,2000,26,65,59,59,60,70,68,59,64,64,121,496,175,Hills,0.0,73.0,1.82,baptiste-veistroffer
lotto-intermarche-2026,WorldTeam,Mathieu,KOCKELMANN,M. Kockelmann,LU,LUX,2004,22,64,55,61,57,68,66,61,62,66,113,528,125,Hills,0.0,70.0,1.83,mathieu-kockelmann
lotto-intermarche-2026,WorldTeam,Jonas,RUTSCH,J. Rutsch,DE,GER,1998,28,75,47,64,65,63,70,73,64,64,83,632,924,Oneday,62.5,82.0,1.97,jonas-rutsch
lotto-intermarche-2026,WorldTeam,Lorenzo,ROTA,L. Rota,IT,ITA,1995,31,71,59,63,63,70,72,65,66,66,81,640,2980,Oneday,2.2,62.0,1.73,lorenzo-rota
lotto-intermarche-2026,WorldTeam,Cedric,BEULLENS,C. Beullens,BE,BEL,1997,29,76,45,68,62,62,69,70,64,64,71,689,789,Oneday,23.4,79.0,1.9,cedric-beullens
lotto-intermarche-2026,WorldTeam,Joshua,GIDDINGS,J. Giddings,GB,GBR,2003,23,69,41,74,54,55,64,59,60,63,54,808,100,Sprint,0.0,,1.95,joshua-giddings
lotto-intermarche-2026,WorldTeam,Sébastien,GRIGNARD,S. Grignard,BE,BEL,1999,27,71,48,61,60,63,68,62,62,62,52,822,296,Oneday,2,68.0,1.79,sebastien-grignard
lotto-intermarche-2026,WorldTeam,Reuben,THOMPSON,R. Thompson,NZ,NZL,2001,25,57,71,43,65,62,71,51,62,62,41,913,377,GC,0.0,66.0,1.83,reuben-thompson
lotto-intermarche-2026,WorldTeam,Jasper,DE BUYST,J. de Buyst,BE,BEL,1993,33,72,45,66,59,61,67,65,62,62,30,1038,2781,Oneday,8,72.0,1.79,jasper-de-buyst
lotto-intermarche-2026,WorldTeam,Roel,VAN SINTMAARTENSDIJK,R. van Sintmaartensdijk,NL,NED,2001,25,61,62,46,66,57,70,54,60,60,30,1047,247,GC,1.9,77.0,1.97,roel-van-sintmaartensdijk
lotto-intermarche-2026,WorldTeam,Felix,ØRN-KRISTOFF,F. Ørn-Kristoff,NO,NOR,2006,20,56,61,42,61,55,66,49,57,64,25,1149,56,GC,0.9,76.0,1.83,felix-orn-kristoff
lotto-intermarche-2026,WorldTeam,Lionel,TAMINIAUX,L. Taminiaux,BE,BEL,1996,30,75,44,70,59,61,68,69,63,63,24,1159,1426,Oneday,23,74.0,1.73,lionel-taminiaux
lotto-intermarche-2026,WorldTeam,Maxence,PLACE,M. Place,BE,BEL,2004,22,51,65,38,57,56,65,48,55,59,19,1294,27,GC,0.0,58.0,1.79,maxence-place
lotto-intermarche-2026,WorldTeam,Robin,ORINS,R. Orins,BE,BEL,2002,24,64,38,68,49,51,59,54,55,57,10,1647,54,Sprint,0.0,,1.9,robin-orins
lotto-intermarche-2026,WorldTeam,Taco,VAN DER HOORN,T. van der Hoorn,NL,NED,1993,33,70,42,64,56,57,65,63,59,59,10,1615,1850,Oneday,12.1,73.0,1.87,taco-van-der-hoorn
movistar-team-2026,WorldTeam,Natnael,TESFATSION,N. Tesfatsion,ER,ERI,1999,27,70,72,65,65,81,76,66,72,72,702,65,2262,Hills,0.0,60.0,1.75,natnael-tesfatsion
movistar-team-2026,WorldTeam,Iván,ROMEO,I. Romeo,ES,ESP,2003,23,69,75,54,77,69,80,62,71,76,643,69,1342,GC,0.0,75.0,1.93,ivan-romeo
movistar-team-2026,WorldTeam,Cian,UIJTDEBROEKS,C. Uijtdebroeks,BE,BEL,2003,23,65,84,50,74,72,81,59,71,76,595,75,1928,GC,0.0,68.0,1.85,cian-uijtdebroeks
movistar-team-2026,WorldTeam,Carlos,CANAL,C. Canal,ES,ESP,2001,25,70,65,64,65,77,73,73,69,69,436,131,1348,Hills,48.3,70.0,1.79,carlos-canal
movistar-team-2026,WorldTeam,Jon,BARRENETXEA,J. Barrenetxea,ES,ESP,2000,26,77,54,69,66,71,73,76,68,68,422,138,1037,Oneday,53.3,74.0,1.88,jon-barrenetxea-golzarri
movistar-team-2026,WorldTeam,Orluis,AULAR,O. Aular,VE,VEN,1996,30,72,66,68,66,77,75,74,71,71,408,144,2448,Hills,41.4,65.0,1.76,orluis-aular
movistar-team-2026,WorldTeam,Raúl,GARCÍA PIERNA,R. García Pierna,ES,ESP,2001,25,62,78,51,69,71,78,57,68,68,363,167,1004,Climber,0.0,67.0,1.75,raul-garcia-pierna
movistar-team-2026,WorldTeam,Pablo,CASTRILLO,P. Castrillo,ES,ESP,2001,25,62,80,49,70,70,79,57,68,68,323,188,1256,Climber,0.0,74.0,1.83,pablo-castrillo-zapater
movistar-team-2026,WorldTeam,Javier,ROMO,J. Romo,ES,ESP,1999,27,64,77,51,71,69,78,58,68,68,318,193,1321,GC,0.0,70.0,1.84,javier-romo
movistar-team-2026,WorldTeam,Nairo,QUINTANA,N. Quintana,CO,COL,1990,36,61,83,46,70,70,78,56,68,68,292,222,14446,GC,0.0,58.0,1.67,nairo-quintana
movistar-team-2026,WorldTeam,Enric,MAS,E. Mas,ES,ESP,1995,31,62,88,50,71,75,83,58,72,72,284,231,8406,Climber,0.0,61.0,1.77,enric-mas
movistar-team-2026,WorldTeam,Jefferson Alveiro,CEPEDA,J. A. Cepeda,EC,ECU,1996,30,63,78,50,70,70,77,58,68,68,277,240,1473,GC,0.0,61.0,1.7,jefferson-cepeda-hernandez
movistar-team-2026,WorldTeam,Lorenzo,MILESI,L. Milesi,IT,ITA,2002,24,70,60,55,76,65,73,61,66,68,243,272,638,TT,0.0,70.0,1.8,lorenzo-milesi
movistar-team-2026,WorldTeam,Iván,GARCÍA CORTINA,I. García Cortina,ES,ESP,1995,31,80,51,73,66,69,73,81,69,69,230,289,3156,Oneday,114,77.0,1.83,ivan-garcia-cortina
movistar-team-2026,WorldTeam,Diego,PESCADOR,D. Pescador,CO,COL,2004,22,56,76,46,63,68,75,55,64,68,227,291,322,Climber,5.4,60.0,1.74,diego-pescador
movistar-team-2026,WorldTeam,Roger,ADRIÀ,R. Adrià,ES,ESP,1998,28,73,59,65,64,72,73,71,68,68,209,320,1824,Oneday,26.8,64.0,1.79,roger-adria
movistar-team-2026,WorldTeam,Einer,RUBIO,E. Rubio,CO,COL,1998,28,56,85,44,65,72,79,53,67,67,118,509,2402,Climber,0.0,56.0,1.64,einer-rubio
movistar-team-2026,WorldTeam,Michel,HESSMANN,M. Hessmann,DE,GER,2001,25,65,59,58,61,69,68,59,63,63,96,572,254,Hills,0.0,78.0,1.91,michel-hessmann
movistar-team-2026,WorldTeam,Nelson,OLIVEIRA,N. Oliveira,PT,POR,1989,37,65,55,47,73,58,69,57,61,61,96,570,3656,TT,1,67.0,1.8,nelson-oliveira
movistar-team-2026,WorldTeam,Filip,MACIEJUK,F. Maciejuk,PL,POL,1999,27,71,54,52,77,59,72,60,64,64,80,646,515,TT,0.0,78.0,1.9,filip-maciejuk
movistar-team-2026,WorldTeam,Juan Pedro,LÓPEZ,J. P. López,ES,ESP,1997,29,57,79,43,66,66,75,52,64,64,66,716,1348,GC,0.0,60.0,1.7,juan-pedro-lopez
movistar-team-2026,WorldTeam,Pavel,NOVÁK,P. Novák,CZ,CZE,2004,22,55,71,42,63,62,70,53,60,64,41,915,171,GC,0.0,64.0,1.81,pavel-novak
movistar-team-2026,WorldTeam,Manlio,MORO,M. Moro,IT,ITA,2002,24,69,42,59,59,57,64,58,58,60,40,931,105,Oneday,0.0,81.0,1.9,manlio-moro
movistar-team-2026,WorldTeam,Gonzalo,SERRANO,G. Serrano,ES,ESP,1994,32,63,61,58,57,72,67,59,63,63,37,958,1484,Hills,1.1,65.0,1.77,gonzalo-serrano
movistar-team-2026,WorldTeam,Davide,FORMOLO,D. Formolo,IT,ITA,1992,34,53,74,42,61,65,72,57,61,61,26,1111,4922,Climber,37.5,62.0,1.82,davide-formolo
movistar-team-2026,WorldTeam,Jorge,ARCAS,J. Arcas,ES,ESP,1992,34,56,63,42,61,57,67,49,58,58,20,1242,526,GC,0.0,68.0,1.87,jorge-arcas
movistar-team-2026,WorldTeam,Pelayo,SÁNCHEZ,P. Sánchez,ES,ESP,2000,26,51,73,41,59,65,70,48,60,60,13,1523,661,Climber,0.0,62.0,1.77,pelayo-sanchez-mayo
movistar-team-2026,WorldTeam,Albert,TORRES,A. Torres,ES,ESP,1990,36,53,54,41,56,51,62,45,53,53,10,1606,456,GC,0.0,70.0,1.8,albert-torres
netcompany-ineos-2026,WorldTeam,Dorian,GODON,D. Godon,FR,FRA,1996,30,75,70,69,70,82,78,69,74,74,1072,27,3509,Hills,0.0,74.0,1.89,dorian-godon
netcompany-ineos-2026,WorldTeam,Egan,BERNAL,E. Bernal,CO,COL,1997,29,69,90,55,78,79,86,64,76,76,1006,32,8420,GC,0.0,60.0,1.75,egan-bernal
netcompany-ineos-2026,WorldTeam,Thymen,ARENSMAN,T. Arensman,NL,NED,1999,27,68,85,52,78,73,84,62,73,73,834,50,3930,GC,0.0,68.0,1.9,thymen-arensman
netcompany-ineos-2026,WorldTeam,Filippo,GANNA,F. Ganna,IT,ITA,1996,30,82,63,63,88,69,81,84,74,74,729,62,6392,TT,210.1,83.0,1.93,filippo-ganna
netcompany-ineos-2026,WorldTeam,Kévin,VAUQUELIN,K. Vauquelin,FR,FRA,2001,25,69,78,55,76,72,81,67,72,72,590,78,3651,GC,11.5,69.0,1.76,kevin-vauquelin
netcompany-ineos-2026,WorldTeam,Oscar,ONLEY,O. Onley,GB,GBR,2002,24,65,83,52,73,73,81,60,71,75,498,104,3420,GC,0.0,62.0,1.73,oscar-onley
netcompany-ineos-2026,WorldTeam,Andrew,AUGUST,A. August,US,USA,2005,21,60,81,47,69,70,77,58,67,75,452,126,573,GC,0.0,57.0,1.7,andrew-august
netcompany-ineos-2026,WorldTeam,Axel,LAURANCE,A. Laurance,FR,FRA,2001,25,68,68,64,63,79,73,65,69,69,406,147,1679,Hills,1.8,63.0,1.79,axel-laurance
netcompany-ineos-2026,WorldTeam,Ben,TURNER,B. Turner,GB,GBR,1999,27,71,62,65,65,74,73,72,68,68,387,156,1410,Hills,31.7,74.0,1.94,ben-turner
netcompany-ineos-2026,WorldTeam,Samuel,WATSON,S. Watson,GB,GBR,2001,25,70,64,63,66,74,73,73,68,68,327,186,1420,Hills,61.6,68.0,1.88,samuel-watson
netcompany-ineos-2026,WorldTeam,Magnus,SHEFFIELD,M. Sheffield,US,USA,2002,24,74,62,58,79,67,77,76,70,72,309,201,2587,TT,107,73.0,1.83,magnus-sheffield
netcompany-ineos-2026,WorldTeam,Tobias,FOSS,T. Foss,NO,NOR,1997,29,73,63,54,81,65,77,63,69,69,283,232,2009,TT,0.0,74.0,1.84,tobias-foss
netcompany-ineos-2026,WorldTeam,Carlos,RODRÍGUEZ,C. Rodríguez,ES,ESP,2001,25,64,83,50,74,72,81,59,71,71,282,233,4061,GC,0.0,67.0,1.83,carlos-rodriguez-cano
netcompany-ineos-2026,WorldTeam,Joshua,TARLING,J. Tarling,GB,GBR,2004,22,75,59,54,84,62,76,73,68,72,276,243,1503,TT,54.2,78.0,1.94,joshua-tarling
netcompany-ineos-2026,WorldTeam,Artem,SHMIDT,A. Shmidt,US,USA,2004,22,75,49,64,65,63,70,66,64,68,272,247,359,Oneday,0.0,76.0,1.91,artem-shmidt
netcompany-ineos-2026,WorldTeam,Kim,HEIDUK,K. Heiduk,DE,GER,2000,26,69,61,64,63,72,71,67,67,67,263,254,633,Hills,10.8,70.0,1.84,kim-heiduk
netcompany-ineos-2026,WorldTeam,Sam,WELSFORD,S. Welsford,AU,AUS,1996,30,80,46,85,62,62,72,68,68,68,260,259,1732,Sprint,0.0,79.0,1.82,sam-welsford
netcompany-ineos-2026,WorldTeam,Embret,SVESTAD-BÅRDSENG,E. Svestad-Bårdseng,NO,NOR,2002,24,61,76,47,69,67,76,55,66,68,259,261,533,GC,0.0,,1.85,embret-svestad-bardseng
netcompany-ineos-2026,WorldTeam,Michał,KWIATKOWSKI,M. Kwiatkowski,PL,POL,1990,36,73,58,62,66,68,73,63,67,67,230,288,11633,Oneday,0.0,68.0,1.76,michal-kwiatkowski
netcompany-ineos-2026,WorldTeam,Brandon Smith,RIVERA,B. S. Rivera,CO,COL,1996,30,61,73,47,68,66,74,56,65,65,146,432,876,GC,1.3,60.0,1.7,brandon-smith-rivera-vargas
netcompany-ineos-2026,WorldTeam,Jack,HAIG,J. Haig,AU,AUS,1993,33,60,76,46,68,66,75,54,65,65,90,598,4375,GC,0.0,67.0,1.9,jack-haig
netcompany-ineos-2026,WorldTeam,Connor,SWIFT,C. Swift,GB,GBR,1995,31,74,50,63,65,64,70,68,64,64,89,605,1514,Oneday,13.2,75.0,1.9,connor-swift
netcompany-ineos-2026,WorldTeam,Ben,SWIFT,B. Swift,GB,GBR,1987,39,68,44,71,53,59,63,60,60,60,80,645,4896,Sprint,0.6,69.0,1.79,ben-swift
netcompany-ineos-2026,WorldTeam,Victor,LANGELLOTTI,V. Langellotti,MC,MON,1995,31,59,73,47,66,66,73,54,64,64,74,674,807,GC,0.0,64.0,1.77,victor-langellotti
netcompany-ineos-2026,WorldTeam,Peter,ØXENBERG,P. Øxenberg,DK,DEN,2005,21,64,53,47,70,56,67,57,60,66,58,785,86,TT,0.0,69.0,1.91,peter-oxenberg-hansen
netcompany-ineos-2026,WorldTeam,Bob,JUNGELS,B. Jungels,LU,LUX,1992,34,66,59,50,73,61,72,57,64,64,53,810,5674,TT,0.0,70.0,1.89,bob-jungels
netcompany-ineos-2026,WorldTeam,Lucas,HAMILTON,L. Hamilton,AU,AUS,1996,30,60,73,46,67,65,74,54,64,64,40,922,1972,GC,0.0,71.0,1.84,lucas-hamilton
netcompany-ineos-2026,WorldTeam,Laurens,DE PLUS,L. de Plus,BE,BEL,1995,31,60,74,45,68,64,74,54,64,64,37,957,2319,GC,0.0,67.0,1.89,laurens-de-plus
netcompany-ineos-2026,WorldTeam,Óscar,RODRÍGUEZ,Ó. Rodríguez,ES,ESP,1995,31,55,75,41,64,63,72,50,62,62,16,1371,1285,GC,0.0,63.0,1.79,oscar-rodriguez
nsn-cycling-team-2026,WorldTeam,Biniam,GIRMAY,B. Girmay,ER,ERI,2000,26,85,58,79,71,75,79,88,74,74,865,43,5610,Oneday,179,70.0,1.84,biniam-girmay
nsn-cycling-team-2026,WorldTeam,Ethan,VERNON,E. Vernon,GB,GBR,2000,26,81,51,84,65,67,74,70,70,70,586,79,1783,Sprint,0.0,74.0,1.88,ethan-vernon
nsn-cycling-team-2026,WorldTeam,Corbin,STRONG,C. Strong,NZ,NZL,2000,26,71,69,67,65,81,76,71,72,72,577,82,3416,Hills,11.8,63.0,1.73,corbin-strong
nsn-cycling-team-2026,WorldTeam,Riley,SHEEHAN,R. Sheehan,US,USA,2000,26,78,56,70,68,71,75,76,70,70,571,86,1270,Oneday,39.5,69.0,1.83,riley-sheehan
nsn-cycling-team-2026,WorldTeam,Alessandro,PINARELLO,A. Pinarello,IT,ITA,2003,23,65,74,53,70,69,77,59,68,73,446,128,768,GC,0.0,,,alessandro-pinarello
nsn-cycling-team-2026,WorldTeam,Lewis,ASKEY,L. Askey,GB,GBR,2001,25,79,52,72,67,70,74,81,69,69,426,135,1630,Oneday,147,75.0,1.87,lewis-askey
nsn-cycling-team-2026,WorldTeam,Brady,GILMORE,B. Gilmore,AU,AUS,2001,25,67,64,62,62,76,71,62,67,67,306,203,853,Hills,0.0,70.0,1.72,brady-gilmore
nsn-cycling-team-2026,WorldTeam,Marco,FRIGO,M. Frigo,IT,ITA,2000,26,60,78,49,68,70,78,56,67,67,299,215,864,Climber,0.0,70.0,1.88,marco-frigo
nsn-cycling-team-2026,WorldTeam,Oded,KOGUT,O. Kogut,IL,ISR,2001,25,78,44,83,60,61,69,67,66,66,256,265,595,Sprint,0.0,77.0,1.71,oded-kogut
nsn-cycling-team-2026,WorldTeam,Jan,HIRT,J. Hirt,CZ,CZE,1991,35,57,81,42,67,66,76,52,65,65,239,278,2732,GC,0.0,62.0,1.81,jan-hirt
nsn-cycling-team-2026,WorldTeam,Hugo,HOFSTETTER,H. Hofstetter,FR,FRA,1994,32,79,51,75,64,68,73,82,68,68,224,296,4183,Oneday,221.7,66.0,1.7,hugo-hofstetter
